contentId,title,Recommendation 1,Recommendation 2,Recommendation 3,Recommendation 4,Recommendation 5
-4205603734017049464,Uber se prepara para lançar serviço de delivery no Brasil,Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi,"""5G está para IoT como 4G esteve para o Smartphone"", saiba as apostas da Intel para 2017",Banco Original discute tendências dos serviços financeiros e lança plataforma para desenvolvedores - Startupi,Como o Banco do Brasil está inovando e incentivando o intraempreendedorismo,Como a Netshoes se preparou para a Black Friday deste ano
-6579094253358169934,"Who Owns Digital Transformation? According To A New Survey, It's Not The CIO",Banking Needs a Customer Experience Wake-Up Call,Five things to include in your digital transformation playbook,Cognizant Named a Digital Transformation Leader in the Life Science Industry,Digital Tool as Strategic Enabler for Banking Transformation,"Razorfish, US digital revenues, drag down Publicis"
7202701636941380671,Combining Spring Boot and JDBI,Spring Boot 1.5.1 released,"A Geospatial Messenger with Kotlin, Spring Boot and PostgreSQL",Java Microservices: The Cake is a Lie but You Can't Ignore It | Takipi Blog,Introducing Kotlin support in Spring Framework 5.0,Inversion of Control Containers and the Dependency Injection pattern
2543311963908571128,Lessons from converting an app to 100% Kotlin - Keepsafe Engineering,"Kotlin in Production - What works, Whats broken",Introducing Kotlin support in Spring Framework 5.0,How Kotlin became our primary language for Android - UPTech Team,"A Geospatial Messenger with Kotlin, Spring Boot and PostgreSQL",Kotlin no Backend (Parte 2) :: Concrete Solutions
-8606063418076691067,"Kotlin in Production - What works, Whats broken",Lessons from converting an app to 100% Kotlin - Keepsafe Engineering,Introducing Kotlin support in Spring Framework 5.0,How Kotlin became our primary language for Android - UPTech Team,"A Geospatial Messenger with Kotlin, Spring Boot and PostgreSQL",Kotlin no Backend (Parte 2) :: Concrete Solutions
6591221581057159843,Analyzing 50k fonts using deep neural networks,"Front-End Performance Checklist 2017 (PDF, Apple Pages) - Smashing Magazine",Optimizing the Performance of Vector Drawables - upday devs,ŷhat | Classifying handwritten digits using TensorFlow,Demystifying Docker overlay networking,15 Interesting JavaScript and CSS Libraries for October 2016
1642787330067525131,Dasa compra maior rede de laboratórios do Nordeste,"Dasa anuncia compra do laboratório Leme, da Bahia",Dasa compra rede de laboratórios SalomãoZoppi,A saga do jovem CEO da Dasa,"Reestruturada, Dasa vai abrir 50 pontos e negocia aquisições",O IPO é a saída para a Netshoes?
-4831310174172854034,Standing on the Shoulders of Giants - Built to Adapt,Java Microservices: The Cake is a Lie but You Can't Ignore It | Takipi Blog,Using Microservices Architecture as API Enablement Strategy,12 Agile principles,On Orchestrated Microservices - Built to Adapt,Cloud Native Part 1: Definition
4532698165746826599,What Happens When No One and Everyone Owns a Product? - Built to Adapt,12 Agile principles,Building on Slack Saved Our Startup,Why do you Fail at Growth Marketing and How to Solve it,New Early Adopter Programs: Team Drives and a new Hangouts video meetings experience,The new tech talent you need to succeed in digital
3262705634545542432,On Orchestrated Microservices - Built to Adapt,Standing on the Shoulders of Giants - Built to Adapt,Java Microservices: The Cake is a Lie but You Can't Ignore It | Takipi Blog,Using Microservices Architecture as API Enablement Strategy,Cloud Native Part 1: Definition,12 Agile principles
-7732246497578572511,Taking the Apple Watch Nike+ for a spin,Review: Apple Watch Series 2 | MacMagazine.com.br,Smartwatch sales are tanking,Your health insurance might score you an Apple Watch,Today in Apple history: 'Here's to the crazy ones...' | Cult of Mac,How AI helps marketers tell better stories
7814856426770804213,New MacBook Pro is not a Laptop for Developers Anymore,Apple Invites Media to 'Hello Again' October 27th Mac-Centric Event,Today in Apple history: 'Here's to the crazy ones...' | Cult of Mac,Chip Pro sequel to crowdsourced $9 computer sets its sights on gadget makers,Introducing Docker for Windows Server 2016 - Docker Blog,Today in Apple history: OS X Panther claws its way onto Macs | Cult of Mac
6797493571710971497,ŷhat | Classifying handwritten digits using TensorFlow,TensorFlow Tutorial- Part 1,Celebrating TensorFlow's First Year,"Practical advice for analysis of large, complex data sets",What to look for in a code review ,Introducing the Open Images Dataset
-8009994379436553252,How AI helps marketers tell better stories,Andrew Ng: What AI Can and Can't Do,Here's how The White House wants the U.S. to approach AI R&D,We are on the verge of a consumer M&A avalanche,Democratizing AI,Top 10 Hot Artificial Intelligence (AI) Technologies
5688444173453700360,A Tale of 2 API Platforms - GGV Capital,Building on Slack Saved Our Startup,Most Interesting APIs in 2016: Cognitive Computing,Slack and Google announce partnership focused on better integrating their services,IBM Watson is about to make Slack's chat bot smarter,Google's Firebase Team Picks Up Twitter's Fabric
4815632823882298534,"Por dentro do Nubank, conheça os segredos da fintech mais festejada do país","SINAIS do FUTURO imediato: #1, internet das coisas",A saga do jovem CEO da Dasa,Banco Original discute tendências dos serviços financeiros e lança plataforma para desenvolvedores - Startupi,Nubank se pronuncia sobre possibilidade de ser fechado e decisão do BC; leia na íntegra,Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi
-78667914647336721,Build Quality In: The Key to Continuous Delivery in Kanban,10 principles of business transformation,12 Agile principles,Standing on the Shoulders of Giants - Built to Adapt,The new tech talent you need to succeed in digital,What Happens When No One and Everyone Owns a Product? - Built to Adapt
1649752043999819668,Four Node.js Gotchas that Operations Teams Should Know about - The New Stack,Node.js Best Practices - How to Become a Better Developer in 2017 | @RisingStack,"The Languages, Frameworks and Tools You Should Learn in 2017",Hype Driven Development,Hype Driven Development,"Onion Creates a $5 Linux Computer with Wi-Fi, Designed for IoT Applications"
-2940536914889279273,TensorFlow Tutorial- Part 1,Celebrating TensorFlow's First Year,ŷhat | Classifying handwritten digits using TensorFlow,Baidu Research grills AI models on deep learning,Machine Learning Is No Longer Just for Experts,The Competitive Landscape for Machine Intelligence
7345394467579731315,Introducing the IBM Bluemix Garage Method Field Guide - Bluemix Blog,IBM Seeks to Simplify Graph with New Titan Service,"IBM deploying 1,300 Macs per week, Apple users need much less support than PC counterparts",IBM wants to bring machine learning to the mainframe,8 must-see sessions for application developers at Google Cloud Next '17,IBM Watson is about to make Slack's chat bot smarter
6389624212149850449,Using TensorFlow and JupyterHub in Classrooms,​Kubernetes 1.4: One DevOps tool to rule all the containers | ZDNet,Google Cloud Platform sets a course for new horizons,"Use Docker to build, test and push your Artifacts",Labelling automated builds on Docker Hub - Microscaling Systems,8 must-see sessions for application developers at Google Cloud Next '17
-8657415528200615063,WebAssembly Browser Preview,Four Node.js Gotchas that Operations Teams Should Know about - The New Stack,"The Languages, Frameworks and Tools You Should Learn in 2017",Node.js Best Practices - How to Become a Better Developer in 2017 | @RisingStack,Browser Trends December 2016: Mobile Overtakes Desktop,Now sites can fingerprint you online even when you use multiple browsers
-6215634663594744290,Stop Trying to Monetize Your Data - Built to Adapt,"Practical advice for analysis of large, complex data sets",Lessons from Becoming a Data-Driven Organization,Engineers Shouldn't Write ETL: A Guide to Building a High Functioning Data Science Department,Using behavioral data to improve customer satisfaction,The Complete Google Analytics Audit Checklist | Optimization Up
-8781597910014596432,"Primeira cidade inteligente brasileira, equipada com sensores, sistemas e soluções digitais, será desenvolvida por startup - Startupi",Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi,"""5G está para IoT como 4G esteve para o Smartphone"", saiba as apostas da Intel para 2017",A saga do jovem CEO da Dasa,Especialistas trazem tendências de UX para 2017 - KingHost,"SINAIS do FUTURO imediato: #1, internet das coisas"
1117455951802655890,Visa anuncia plataforma para pagamentos B2B internacionais com tecnologia blockchain - Startupi,Visa inaugura Co-Creation Center em São Paulo,"IBM e Visa transformam automóveis, eletrodomésticos e outros dispositivos conectados em potenciais pontos de vendas",Primeiro chatbot do varejo brasileiro no Facebook Messenger já está funcionando - Startupi,Google e GFT firmam parceria para testes com foco em blockchain - Startupi,Banco Original discute tendências dos serviços financeiros e lança plataforma para desenvolvedores - Startupi
6658481071718074876,1º Fórum Sercomtel de IOT e Smart Cities será realizado no dia 4 de Novembro - Blog - Bonde. O seu portal,SAMSUNG OCEAN - Novas turmas de treinamento de 2017 - Embarcados,Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi,"IBM e Visa transformam automóveis, eletrodomésticos e outros dispositivos conectados em potenciais pontos de vendas",Relating a Problem Definition to IoT Architecture | Intel® Software,Plano Nacional de IoT chega em março com parceria entre MCTIC e BNDES
-8615008595949058842,Restb.ai: Why custom computer vision as a service makes sense | ZDNet,Why Deep Learning Is Suddenly Changing Your Life,Google DeepMind researchers built a deep-learning system capable of learning from very little data.,Introducing the Open Images Dataset,The Competitive Landscape for Machine Intelligence,The Competitive Landscape for Machine Intelligence
-3307413259092352650,An Overly Thorough Guide To Underused Android Libraries,Don't document your code. Code your documentation.,What to look for in a code review ,The hardest thing in computer science,Java 8 Streams - A Deeper Approach About Performance Improvement,Seniority
3465127447598546258,Hubble Contacts raises $7.2 million to deliver disposable lenses direct to consumers,Large CPGs are under attack by startups... and consumers are winning,Oculus acquires eye-tracking startup The Eye Tribe,Ask a Female Engineer: Joining a Startup,Six iconic retailers and their digital transformation journeys,These Are The 10 Most Purchased Brands in the World
-2440547657721869309,Money 20/20 Panel: Artificial Intelligence and Machine Learning,Andrew Ng: What AI Can and Can't Do,Here's how The White House wants the U.S. to approach AI R&D,Top 10 Hot Artificial Intelligence (AI) Technologies,Democratizing AI,4 Blockchain Macro Trends: Where to Place Your Bets
7401798504722165526,"[Techniques] Será que você está fazendo ""brainstorm"" da forma correta? - Blog Locaweb - Notícias sobre tecnologia, programação e muito mais.",Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi,O que é benchmarking? Veja quando um concorrente se torna inspiração!,A publicidade sem ROI acaba de morrer: adapte-se ou junte-se a ela - Meio & Mensagem,"Por dentro do Nubank, conheça os segredos da fintech mais festejada do país",O manual do deboísta corporativo
